ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title,Gene.ID
214287_s_at,7.60E-01,6.00E-01,-5.29E-01,-6.829291,-1.13E-03,CDK13,cyclin dependent kinase 13,8621
204601_at,7.61E-01,6.00E-01,-5.29E-01,-6.82945,-3.49E-02,N4BP1,NEDD4 binding protein 1,9683
208483_x_at,7.61E-01,6.00E-01,-5.28E-01,-6.829574,-1.03E-03,KRT33A,keratin 33A,3883
210141_s_at,7.61E-01,6.00E-01,5.28E-01,-6.829735,1.21E-03,INHA,inhibin alpha subunit,3623
214697_s_at,7.61E-01,6.00E-01,5.28E-01,-6.829751,8.40E-02,PTBP3,polypyrimidine tract binding protein 3,9991
205877_s_at,7.61E-01,6.00E-01,-5.28E-01,-6.829853,-1.02E-01,ZC3H7B,zinc finger CCCH-type containing 7B,23264
207584_at,7.62E-01,6.01E-01,-5.27E-01,-6.830318,-1.02E-03,LPA,lipoprotein(a),4018
216260_at,7.62E-01,6.01E-01,-5.27E-01,-6.830329,-7.69E-03,DICER1,"dicer 1, ribonuclease III",23405
216746_at,7.62E-01,6.01E-01,-5.27E-01,-6.830408,-9.30E-04,,,
211177_s_at,7.62E-01,6.01E-01,5.27E-01,-6.830463,7.93E-02,TXNRD2,thioredoxin reductase 2,10587
211926_s_at,7.62E-01,6.01E-01,-5.27E-01,-6.830485,-9.41E-02,MYH9,"myosin, heavy chain 9, non-muscle",4627
201554_x_at,7.62E-01,6.01E-01,-5.27E-01,-6.830488,-8.05E-02,GYG1,glycogenin 1,2992
202667_s_at,7.62E-01,6.01E-01,5.27E-01,-6.830535,1.35E-01,SLC39A7,solute carrier family 39 member 7,7922
218742_at,7.62E-01,6.01E-01,-5.26E-01,-6.830565,-3.02E-02,NARFL,nuclear prelamin A recognition factor like,64428
204222_s_at,7.62E-01,6.01E-01,5.26E-01,-6.830595,1.85E-01,GLIPR1,GLI pathogenesis related 1,11010
209693_at,7.62E-01,6.01E-01,-5.26E-01,-6.830708,-2.05E-02,ASTN2,astrotactin 2,23245
206671_at,7.62E-01,6.01E-01,-5.26E-01,-6.830752,-1.33E-03,SAG,S-antigen visual arrestin,6295
209333_at,7.62E-01,6.01E-01,-5.26E-01,-6.830753,-4.68E-02,ULK1,unc-51 like autophagy activating kinase 1,8408
217466_x_at,7.62E-01,6.02E-01,-5.26E-01,-6.830781,-1.43E-02,SNORA64///RPS2,"small nucleolar RNA, H/ACA box 64///ribosomal protein S2",26784///6187
201471_s_at,7.62E-01,6.02E-01,-5.26E-01,-6.830788,-7.45E-02,SQSTM1,sequestosome 1,8878
201298_s_at,7.62E-01,6.02E-01,5.26E-01,-6.830809,8.66E-02,MOB1A,MOB kinase activator 1A,55233
211062_s_at,7.62E-01,6.02E-01,-5.26E-01,-6.83084,-1.09E-01,GPR78///CPZ,G protein-coupled receptor 78///carboxypeptidase Z,27201///8532
208270_s_at,7.62E-01,6.02E-01,-5.26E-01,-6.830876,-8.02E-02,RNPEP,arginyl aminopeptidase,6051
207081_s_at,7.62E-01,6.02E-01,-5.26E-01,-6.83094,-7.30E-02,PI4KA,phosphatidylinositol 4-kinase alpha,5297
207917_at,7.62E-01,6.02E-01,5.26E-01,-6.831023,2.96E-03,NUDT13,nudix hydrolase 13,25961
212806_at,7.62E-01,6.02E-01,-5.25E-01,-6.831131,-1.67E-03,PRUNE2,prune homolog 2,158471
37996_s_at,7.63E-01,6.02E-01,-5.25E-01,-6.831374,-6.52E-02,DMPK,dystrophia myotonica protein kinase,1760
218762_at,7.63E-01,6.02E-01,-5.25E-01,-6.831524,-6.40E-02,ZNF574,zinc finger protein 574,64763
204114_at,7.63E-01,6.03E-01,-5.24E-01,-6.831734,-1.13E-01,NID2,nidogen 2,22795
207615_s_at,7.63E-01,6.03E-01,-5.24E-01,-6.831867,-3.34E-03,GAS8-AS1,GAS8 antisense RNA 1,750
209456_s_at,7.64E-01,6.03E-01,5.24E-01,-6.832077,1.12E-01,FBXW11,F-box and WD repeat domain containing 11,23291
218267_at,7.64E-01,6.03E-01,-5.24E-01,-6.832089,-2.23E-02,CINP,cyclin dependent kinase 2 interacting protein,51550
214036_at,7.64E-01,6.03E-01,5.23E-01,-6.832216,7.76E-03,EFNA5,ephrin A5,1946
202823_at,7.64E-01,6.04E-01,5.23E-01,-6.832372,3.30E-02,TCEB1,transcription elongation factor B subunit 1,6921
219027_s_at,7.64E-01,6.04E-01,5.23E-01,-6.83241,7.82E-02,MYO9A,myosin IXA,4649
219727_at,7.64E-01,6.04E-01,5.22E-01,-6.832668,2.41E-01,DUOX2,dual oxidase 2,50506
214168_s_at,7.64E-01,6.04E-01,5.22E-01,-6.832764,1.25E-01,TJP1,tight junction protein 1,7082
213850_s_at,7.64E-01,6.04E-01,-5.22E-01,-6.832778,-6.58E-02,SCAF11,SR-related CTD associated factor 11,9169
216248_s_at,7.64E-01,6.04E-01,5.22E-01,-6.832784,2.91E-01,NR4A2,nuclear receptor subfamily 4 group A member 2,4929
219413_at,7.64E-01,6.04E-01,5.22E-01,-6.832826,6.24E-02,ACBD4,acyl-CoA binding domain containing 4,79777
215368_at,7.64E-01,6.04E-01,5.22E-01,-6.832827,8.90E-03,NEB,nebulin,4703
206605_at,7.65E-01,6.04E-01,5.22E-01,-6.832906,9.76E-04,ENDOU,"endonuclease, poly(U) specific",8909
222164_at,7.65E-01,6.04E-01,-5.22E-01,-6.833018,-3.16E-02,FGFR1,fibroblast growth factor receptor 1,2260
208196_x_at,7.65E-01,6.05E-01,5.21E-01,-6.833219,8.66E-03,NFATC1,nuclear factor of activated T-cells 1,4772
215929_at,7.65E-01,6.05E-01,-5.21E-01,-6.83328,-1.03E-03,LINC00837,long intergenic non-protein coding RNA 837,100507605
218252_at,7.65E-01,6.05E-01,-5.21E-01,-6.833306,-1.12E-01,CKAP2,cytoskeleton associated protein 2,26586
218732_at,7.65E-01,6.05E-01,-5.21E-01,-6.833346,-8.00E-02,PTRH2,peptidyl-tRNA hydrolase 2,51651
220364_at,7.65E-01,6.05E-01,5.21E-01,-6.833503,6.03E-02,EPB41L4A-AS2,EPB41L4A antisense RNA 2 (head to head),54508
218135_at,7.65E-01,6.05E-01,-5.21E-01,-6.833554,-1.01E-01,ERGIC2,ERGIC and golgi 2,51290
212098_at,7.65E-01,6.05E-01,5.21E-01,-6.833639,9.42E-02,MGAT5,"mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase",4249
50314_i_at,7.65E-01,6.05E-01,-5.21E-01,-6.83368,-6.18E-02,C20orf27,chromosome 20 open reading frame 27,54976
214564_s_at,7.65E-01,6.05E-01,5.20E-01,-6.833754,7.03E-03,PCDHGC3,"protocadherin gamma subfamily C, 3",5098
205047_s_at,7.65E-01,6.05E-01,5.20E-01,-6.833756,1.49E-01,ASNS,asparagine synthetase (glutamine-hydrolyzing),440
218458_at,7.65E-01,6.05E-01,-5.20E-01,-6.833787,-9.88E-02,GMCL1,"germ cell-less, spermatogenesis associated 1",64395
202178_at,7.66E-01,6.06E-01,-5.20E-01,-6.834069,-9.82E-02,PRKCZ,protein kinase C zeta,5590
220609_at,7.66E-01,6.06E-01,5.20E-01,-6.834101,2.07E-02,LOC202181,SUMO interacting motifs containing 1 pseudogene,202181
203024_s_at,7.66E-01,6.06E-01,5.20E-01,-6.834152,5.73E-02,C5orf15,chromosome 5 open reading frame 15,56951
201968_s_at,7.66E-01,6.06E-01,-5.20E-01,-6.834162,-9.12E-02,PGM1,phosphoglucomutase 1,5236
221138_s_at,7.66E-01,6.06E-01,-5.19E-01,-6.834267,-6.18E-03,,,
204377_s_at,7.66E-01,6.06E-01,5.19E-01,-6.834276,2.50E-02,DCAF1,DDB1 and CUL4 associated factor 1,9730
206987_x_at,7.66E-01,6.06E-01,-5.19E-01,-6.834417,-9.98E-04,FGF18,fibroblast growth factor 18,8817
211078_s_at,7.66E-01,6.06E-01,5.19E-01,-6.834549,8.49E-04,STK3,serine/threonine kinase 3,6788
205167_s_at,7.66E-01,6.06E-01,-5.19E-01,-6.834566,-1.51E-02,CDC25C,cell division cycle 25C,995
214358_at,7.66E-01,6.07E-01,-5.19E-01,-6.83458,-2.23E-02,ACACA,acetyl-CoA carboxylase alpha,31
207068_at,7.66E-01,6.07E-01,-5.19E-01,-6.834666,-8.46E-02,ZFP37,ZFP37 zinc finger protein,7539
209430_at,7.66E-01,6.07E-01,5.19E-01,-6.834698,1.02E-01,BTAF1,B-TFIID TATA-box binding protein associated factor 1,9044
216799_at,7.67E-01,6.07E-01,-5.18E-01,-6.834951,-1.28E-03,,,
201334_s_at,7.67E-01,6.07E-01,-5.18E-01,-6.835079,-4.69E-02,ARHGEF12,Rho guanine nucleotide exchange factor 12,23365
214028_x_at,7.67E-01,6.07E-01,5.18E-01,-6.835094,3.82E-02,TDRD3,tudor domain containing 3,81550
210837_s_at,7.67E-01,6.07E-01,5.18E-01,-6.835124,4.63E-03,PDE4D,phosphodiesterase 4D,5144
201453_x_at,7.67E-01,6.07E-01,5.17E-01,-6.835325,5.34E-02,RHEB,Ras homolog enriched in brain,6009
211028_s_at,7.67E-01,6.08E-01,5.17E-01,-6.83533,3.55E-02,KHK,ketohexokinase,3795
220143_x_at,7.67E-01,6.08E-01,-5.17E-01,-6.835361,-8.70E-02,LUC7L,LUC7 like,55692
221308_at,7.68E-01,6.08E-01,-5.17E-01,-6.835707,-2.29E-03,FRS2,fibroblast growth factor receptor substrate 2,10818
211046_at,7.68E-01,6.08E-01,-5.17E-01,-6.835743,-9.90E-04,KCNH6,potassium voltage-gated channel subfamily H member 6,81033
206170_at,7.68E-01,6.08E-01,5.16E-01,-6.835843,7.96E-02,ADRB2,adrenoceptor beta 2,154
218499_at,7.68E-01,6.08E-01,-5.16E-01,-6.835865,-1.49E-01,STK26,serine/threonine protein kinase 26,51765
218447_at,7.68E-01,6.08E-01,-5.16E-01,-6.836016,-6.43E-02,CMC2,C-X9-C motif containing 2,56942
209133_s_at,7.68E-01,6.09E-01,-5.16E-01,-6.836106,-9.88E-04,COMMD4,COMM domain containing 4,54939
205901_at,7.68E-01,6.09E-01,5.16E-01,-6.836174,9.08E-02,PNOC,prepronociceptin,5368
208817_at,7.68E-01,6.09E-01,-5.16E-01,-6.836175,-1.21E-01,COMT,catechol-O-methyltransferase,1312
217074_at,7.68E-01,6.09E-01,-5.16E-01,-6.836201,-3.20E-02,SMOX,spermine oxidase,54498
215326_at,7.68E-01,6.09E-01,5.15E-01,-6.836313,8.42E-04,PAK4,p21 (RAC1) activated kinase 4,10298
219680_at,7.69E-01,6.09E-01,-5.15E-01,-6.836501,-4.43E-02,NLRX1,NLR family member X1,79671
207551_s_at,7.69E-01,6.09E-01,5.15E-01,-6.836549,6.73E-02,MSL3,male-specific lethal 3 homolog (Drosophila),10943
216948_at,7.69E-01,6.09E-01,-5.15E-01,-6.836625,-1.42E-02,,,
208814_at,7.69E-01,6.09E-01,5.15E-01,-6.836727,1.18E-01,HSPA4,heat shock protein family A (Hsp70) member 4,3308
216128_at,7.69E-01,6.09E-01,-5.15E-01,-6.836787,-1.66E-03,LOC101929597///TBCD,uncharacterized LOC101929597///tubulin folding cofactor D,101929597///6904
212920_at,7.69E-01,6.10E-01,5.14E-01,-6.837044,6.98E-02,REST,RE1 silencing transcription factor,5978
210669_at,7.69E-01,6.10E-01,-5.14E-01,-6.837071,-1.14E-03,TFAP2A,transcription factor AP-2 alpha,7020
202711_at,7.69E-01,6.10E-01,-5.14E-01,-6.83712,-2.78E-02,EFNB1,ephrin B1,1947
211168_s_at,7.70E-01,6.10E-01,-5.14E-01,-6.837196,-7.51E-02,UPF1,"UPF1, RNA helicase and ATPase",5976
202156_s_at,7.70E-01,6.10E-01,5.14E-01,-6.837221,1.26E-01,CELF2,"CUGBP, Elav-like family member 2",10659
218994_s_at,7.70E-01,6.10E-01,-5.14E-01,-6.837236,-5.03E-02,STAG3L4,stromal antigen 3-like 4 (pseudogene),64940
217235_x_at,7.70E-01,6.11E-01,5.13E-01,-6.837639,4.28E-01,IGLL5,immunoglobulin lambda like polypeptide 5,100423062
208931_s_at,7.70E-01,6.11E-01,5.13E-01,-6.837809,7.27E-02,ILF3,interleukin enhancer binding factor 3,3609
208350_at,7.71E-01,6.11E-01,-5.12E-01,-6.837979,-9.76E-04,CSN1S1,casein alpha s1,1446
211407_at,7.71E-01,6.11E-01,-5.12E-01,-6.837986,-1.28E-02,NDUFB7,NADH:ubiquinone oxidoreductase subunit B7,4713
214768_x_at,7.71E-01,6.11E-01,5.12E-01,-6.838084,5.41E-01,IGKC,immunoglobulin kappa constant,3514
207361_at,7.71E-01,6.11E-01,-5.12E-01,-6.838152,-2.42E-02,HBP1,HMG-box transcription factor 1,26959
206534_at,7.71E-01,6.11E-01,-5.12E-01,-6.838172,-9.75E-04,GRIN2A,glutamate ionotropic receptor NMDA type subunit 2A,2903
213645_at,7.71E-01,6.11E-01,5.12E-01,-6.838213,1.49E-01,ENOSF1,enolase superfamily member 1,55556
212002_at,7.71E-01,6.11E-01,-5.12E-01,-6.83822,-1.13E-01,SZRD1,SUZ RNA binding domain containing 1,26099
216550_x_at,7.71E-01,6.11E-01,5.12E-01,-6.838239,6.06E-02,ANKRD12,ankyrin repeat domain 12,23253
200945_s_at,7.71E-01,6.12E-01,5.11E-01,-6.838468,5.16E-02,SEC31A,"SEC31 homolog A, COPII coat complex component",22872
206229_x_at,7.71E-01,6.12E-01,-5.11E-01,-6.838487,-1.30E-02,PAX2,paired box 2,5076
214713_at,7.71E-01,6.12E-01,5.11E-01,-6.838534,2.38E-02,YLPM1,YLP motif containing 1,56252
217574_at,7.71E-01,6.12E-01,5.11E-01,-6.838673,5.27E-03,CDH8,cadherin 8,1006
214305_s_at,7.71E-01,6.12E-01,5.11E-01,-6.838772,9.66E-02,SF3B1,splicing factor 3b subunit 1,23451
207041_at,7.72E-01,6.12E-01,-5.10E-01,-6.83892,-9.67E-04,MASP2,mannan binding lectin serine peptidase 2,10747
221494_x_at,7.72E-01,6.12E-01,5.10E-01,-6.838963,5.35E-02,EIF3K,eukaryotic translation initiation factor 3 subunit K,27335
207710_at,7.72E-01,6.12E-01,-5.10E-01,-6.839001,-9.70E-04,LCE2B,late cornified envelope 2B,26239
219967_at,7.72E-01,6.12E-01,-5.10E-01,-6.839005,-2.02E-02,MRM1,mitochondrial rRNA methyltransferase 1,79922
39705_at,7.72E-01,6.12E-01,-5.10E-01,-6.839044,-8.81E-02,SIN3B,SIN3 transcription regulator family member B,23309
218524_at,7.72E-01,6.13E-01,-5.10E-01,-6.839217,-7.54E-02,E4F1,E4F transcription factor 1,1877
215942_s_at,7.72E-01,6.13E-01,-5.09E-01,-6.839525,-1.82E-02,GTSE1,G2 and S-phase expressed 1,51512
213797_at,7.73E-01,6.13E-01,-5.09E-01,-6.839604,-1.94E-01,RSAD2,radical S-adenosyl methionine domain containing 2,91543
202380_s_at,7.73E-01,6.13E-01,-5.09E-01,-6.839612,-1.28E-01,NKTR,natural killer cell triggering receptor,4820
222295_x_at,7.73E-01,6.13E-01,5.09E-01,-6.839684,2.25E-02,,,
204877_s_at,7.73E-01,6.14E-01,5.09E-01,-6.839877,2.44E-02,TAOK2,TAO kinase 2,9344
207097_s_at,7.74E-01,6.14E-01,-5.08E-01,-6.840309,-8.98E-04,SLC17A2,solute carrier family 17 member 2,10246
211434_s_at,7.74E-01,6.14E-01,-5.08E-01,-6.84032,-4.97E-02,CCRL2,C-C motif chemokine receptor like 2,9034
210022_at,7.74E-01,6.14E-01,5.08E-01,-6.840326,5.45E-02,PCGF1,polycomb group ring finger 1,84759
218555_at,7.74E-01,6.14E-01,-5.08E-01,-6.840417,-4.34E-02,ANAPC2,anaphase promoting complex subunit 2,29882
209907_s_at,7.74E-01,6.15E-01,5.07E-01,-6.840546,7.54E-02,ITSN2,intersectin 2,50618
202189_x_at,7.74E-01,6.15E-01,5.07E-01,-6.840688,6.84E-02,MIR4745///PTBP1,microRNA 4745///polypyrimidine tract binding protein 1,100616459///5725
218231_at,7.74E-01,6.15E-01,-5.07E-01,-6.84081,-6.47E-02,NAGK,N-acetylglucosamine kinase,55577
219568_x_at,7.74E-01,6.15E-01,5.06E-01,-6.84104,5.65E-02,SOX18,SRY-box 18,54345
211411_at,7.74E-01,6.15E-01,-5.06E-01,-6.841049,-3.10E-02,,,
AFFX-r2-Ec-bioC-5_at,7.74E-01,6.15E-01,-5.06E-01,-6.841066,-8.35E-02,,,
217306_at,7.74E-01,6.15E-01,-5.06E-01,-6.841074,-9.57E-04,,,
218112_at,7.74E-01,6.15E-01,-5.06E-01,-6.841107,-6.31E-02,MRPS34,mitochondrial ribosomal protein S34,65993
200882_s_at,7.75E-01,6.16E-01,5.05E-01,-6.84152,5.25E-02,PSMD4,"proteasome 26S subunit, non-ATPase 4",5710
217305_s_at,7.75E-01,6.16E-01,-5.05E-01,-6.841532,-1.11E-02,ADCY10,"adenylate cyclase 10, soluble",55811
219769_at,7.75E-01,6.16E-01,-5.05E-01,-6.841591,-6.19E-03,INCENP,inner centromere protein,3619
208466_at,7.75E-01,6.16E-01,-5.05E-01,-6.841592,-8.24E-03,RAB3D,"RAB3D, member RAS oncogene family",9545
200752_s_at,7.75E-01,6.16E-01,-5.05E-01,-6.841626,-9.86E-02,CAPN1,calpain 1,823
205962_at,7.76E-01,6.16E-01,-5.05E-01,-6.841922,-1.35E-03,PAK2,p21 (RAC1) activated kinase 2,5062
213614_x_at,7.76E-01,6.16E-01,5.05E-01,-6.841947,6.05E-02,EEF1A1,eukaryotic translation elongation factor 1 alpha 1,1915
222332_at,7.76E-01,6.17E-01,5.04E-01,-6.842045,6.15E-03,,,
213416_at,7.76E-01,6.17E-01,5.04E-01,-6.842267,1.73E-01,ITGA4,integrin subunit alpha 4,3676
208079_s_at,7.76E-01,6.17E-01,5.04E-01,-6.842287,8.38E-02,AURKA,aurora kinase A,6790
209407_s_at,7.76E-01,6.17E-01,5.04E-01,-6.842297,8.59E-02,DEAF1,"DEAF1, transcription factor",10522
215365_at,7.76E-01,6.17E-01,-5.03E-01,-6.842503,-1.17E-02,CACNB2,calcium voltage-gated channel auxiliary subunit beta 2,783
207247_s_at,7.76E-01,6.17E-01,5.03E-01,-6.84252,2.01E-02,ZFY///ZFX,"zinc finger protein, Y-linked///zinc finger protein, X-linked",7544///7543
219566_at,7.76E-01,6.17E-01,-5.03E-01,-6.842603,-7.66E-02,PLEKHF1,pleckstrin homology and FYVE domain containing 1,79156
222118_at,7.76E-01,6.17E-01,-5.03E-01,-6.842641,-2.13E-03,CENPN,centromere protein N,55839
220423_at,7.76E-01,6.17E-01,5.03E-01,-6.842681,1.24E-01,PLA2G2D,phospholipase A2 group IID,26279
210839_s_at,7.76E-01,6.17E-01,5.03E-01,-6.842719,2.21E-01,ENPP2,ectonucleotide pyrophosphatase/phosphodiesterase 2,5168
215406_at,7.76E-01,6.17E-01,5.03E-01,-6.842725,2.23E-03,,,
221991_at,7.77E-01,6.18E-01,-5.03E-01,-6.842818,-1.86E-02,NXPH3,neurexophilin 3,11248
216133_at,7.77E-01,6.18E-01,-5.03E-01,-6.842835,-2.48E-03,YME1L1,YME1 like 1 ATPase,10730
215627_at,7.77E-01,6.18E-01,-5.03E-01,-6.842861,-9.47E-04,LOC101926913,uncharacterized LOC101926913,101926913
204369_at,7.77E-01,6.18E-01,5.02E-01,-6.843088,9.29E-02,PIK3CA,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha",5290
219787_s_at,7.77E-01,6.18E-01,-5.02E-01,-6.843133,-5.14E-02,ECT2,epithelial cell transforming 2,1894
221785_at,7.77E-01,6.18E-01,-5.02E-01,-6.843208,-2.13E-02,WIZ,widely interspaced zinc finger motifs,58525
213104_at,7.77E-01,6.18E-01,5.02E-01,-6.843316,8.78E-02,TSR3,"TSR3, acp transferase ribosome maturation factor",115939
214590_s_at,7.77E-01,6.18E-01,5.02E-01,-6.843324,6.16E-02,UBE2D1,ubiquitin conjugating enzyme E2 D1,7321
221471_at,7.77E-01,6.18E-01,5.02E-01,-6.843401,5.94E-02,SERINC3,serine incorporator 3,10955
217073_x_at,7.77E-01,6.19E-01,-5.01E-01,-6.843505,-2.99E-03,APOA1,apolipoprotein A1,335
211019_s_at,7.77E-01,6.19E-01,5.01E-01,-6.843583,2.16E-02,LSS,"lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)",4047
211540_s_at,7.78E-01,6.19E-01,-5.01E-01,-6.843672,-3.55E-03,RB1,RB transcriptional corepressor 1,5925
214200_s_at,7.78E-01,6.19E-01,-5.01E-01,-6.843703,-5.14E-03,COL6A1,collagen type VI alpha 1 chain,1291
214023_x_at,7.78E-01,6.19E-01,-5.01E-01,-6.843911,-1.32E-02,TUBB2B,tubulin beta 2B class IIb,347733
45572_s_at,7.78E-01,6.19E-01,-5.00E-01,-6.844043,-4.96E-02,GGA1,"golgi associated, gamma adaptin ear containing, ARF binding protein 1",26088
214878_at,7.78E-01,6.19E-01,-5.00E-01,-6.844154,-7.76E-03,LOC101929740///ZNF37A,zinc finger protein 761-like///zinc finger protein 37A,101929740///7587
202229_s_at,7.78E-01,6.20E-01,-5.00E-01,-6.84419,-9.39E-04,CHERP,calcium homeostasis endoplasmic reticulum protein,10523
214543_x_at,7.79E-01,6.20E-01,-5.00E-01,-6.844379,-3.56E-02,QKI,"QKI, KH domain containing RNA binding",9444
208222_at,7.79E-01,6.20E-01,-4.99E-01,-6.844519,-3.46E-02,ACVR1B,activin A receptor type 1B,91
218636_s_at,7.79E-01,6.20E-01,-4.99E-01,-6.844545,-6.05E-02,MAN1B1,mannosidase alpha class 1B member 1,11253
207186_s_at,7.79E-01,6.20E-01,4.99E-01,-6.844726,7.35E-02,BPTF,bromodomain PHD finger transcription factor,2186
215217_at,7.79E-01,6.20E-01,-4.99E-01,-6.844834,-1.55E-02,IGKC,immunoglobulin kappa constant,3514
210616_s_at,7.79E-01,6.21E-01,4.99E-01,-6.844936,5.12E-02,SEC31A,"SEC31 homolog A, COPII coat complex component",22872
220148_at,7.79E-01,6.21E-01,4.98E-01,-6.845017,8.23E-04,ALDH8A1,aldehyde dehydrogenase 8 family member A1,64577
200774_at,7.79E-01,6.21E-01,-4.98E-01,-6.845031,-8.56E-02,FAM120A,family with sequence similarity 120A,23196
209495_at,7.79E-01,6.21E-01,-4.98E-01,-6.845037,-2.46E-02,CEP250,centrosomal protein 250,11190
201055_s_at,7.79E-01,6.21E-01,-4.98E-01,-6.845064,-1.19E-01,HNRNPA0,heterogeneous nuclear ribonucleoprotein A0,10949
214630_at,7.80E-01,6.21E-01,-4.98E-01,-6.845202,-1.46E-02,CYP11B2,cytochrome P450 family 11 subfamily B member 2,1585
205305_at,7.80E-01,6.21E-01,4.98E-01,-6.845408,7.90E-03,FGL1,fibrinogen like 1,2267
209193_at,7.80E-01,6.21E-01,4.97E-01,-6.845542,1.80E-01,PIM1,"Pim-1 proto-oncogene, serine/threonine kinase",5292
206134_at,7.80E-01,6.21E-01,4.97E-01,-6.845562,2.74E-01,ADAMDEC1,ADAM like decysin 1,27299
218859_s_at,7.80E-01,6.21E-01,4.97E-01,-6.845578,7.69E-02,ESF1,ESF1 nucleolar pre-rRNA processing protein homolog,51575
212805_at,7.80E-01,6.22E-01,-4.97E-01,-6.84588,-8.18E-02,PRUNE2,prune homolog 2,158471
212897_at,7.80E-01,6.22E-01,-4.97E-01,-6.845901,-3.38E-02,CDK19,cyclin dependent kinase 19,23097
214940_s_at,7.81E-01,6.22E-01,4.96E-01,-6.84611,5.81E-02,SMG6,"SMG6, nonsense mediated mRNA decay factor",23293
220767_at,7.81E-01,6.22E-01,-4.96E-01,-6.84611,-9.27E-04,,,
211447_s_at,7.81E-01,6.22E-01,4.96E-01,-6.846128,2.13E-02,PDE4A,phosphodiesterase 4A,5141
210974_s_at,7.81E-01,6.22E-01,-4.96E-01,-6.846169,-5.21E-02,AP3D1,adaptor related protein complex 3 delta 1 subunit,8943
218861_at,7.81E-01,6.22E-01,-4.96E-01,-6.846187,-1.91E-02,RNF25,ring finger protein 25,64320
207893_at,7.81E-01,6.23E-01,-4.96E-01,-6.846392,-9.26E-04,SRY,sex determining region Y,6736
208041_at,7.81E-01,6.23E-01,-4.95E-01,-6.846549,-9.25E-04,GRK1,G protein-coupled receptor kinase 1,6011
212898_at,7.82E-01,6.23E-01,4.95E-01,-6.846748,5.00E-02,TTI1,TELO2 interacting protein 1,9675
206378_at,7.82E-01,6.23E-01,-4.95E-01,-6.846815,-1.31E-03,SCGB2A2,secretoglobin family 2A member 2,4250
218731_s_at,7.82E-01,6.23E-01,-4.95E-01,-6.846845,-1.30E-01,VWA1,von Willebrand factor A domain containing 1,64856
215302_at,7.82E-01,6.23E-01,4.95E-01,-6.846856,1.95E-02,LOC257152,uncharacterized LOC257152,257152
205473_at,7.82E-01,6.23E-01,-4.95E-01,-6.846875,-8.96E-04,ATP6V1B1,ATPase H+ transporting V1 subunit B1,525
221168_at,7.82E-01,6.24E-01,-4.94E-01,-6.847067,-9.51E-04,PRDM13,PR/SET domain 13,59336
206703_at,7.82E-01,6.24E-01,-4.94E-01,-6.847128,-7.27E-02,CHRNB1,cholinergic receptor nicotinic beta 1 subunit,1140
210930_s_at,7.82E-01,6.24E-01,4.94E-01,-6.847191,1.17E-03,ERBB2,erb-b2 receptor tyrosine kinase 2,2064
209275_s_at,7.82E-01,6.24E-01,-4.94E-01,-6.847219,-8.28E-02,CLN3,"CLN3, battenin",1201
219905_at,7.82E-01,6.24E-01,4.94E-01,-6.847278,3.79E-02,ERMAP,erythroblast membrane associated protein (Scianna blood group),114625
217769_s_at,7.82E-01,6.24E-01,-4.94E-01,-6.847307,-3.89E-02,POMP,proteasome maturation protein,51371
214232_at,7.82E-01,6.24E-01,-4.94E-01,-6.847354,-5.84E-03,ABCF2,ATP binding cassette subfamily F member 2,10061
216024_at,7.83E-01,6.24E-01,-4.93E-01,-6.847547,-8.13E-04,DNM2,dynamin 2,1785
215958_at,7.83E-01,6.24E-01,4.93E-01,-6.847712,1.03E-03,,,
219306_at,7.83E-01,6.25E-01,-4.93E-01,-6.84778,-2.41E-02,KIF15,kinesin family member 15,56992
214647_s_at,7.83E-01,6.25E-01,-4.93E-01,-6.847783,-1.07E-02,HFE,hemochromatosis,3077
217698_at,7.83E-01,6.25E-01,4.93E-01,-6.847795,7.98E-04,,,
215669_at,7.83E-01,6.25E-01,-4.93E-01,-6.847873,-9.14E-04,HLA-DRB4,"major histocompatibility complex, class II, DR beta 4",3126
212315_s_at,7.83E-01,6.25E-01,-4.92E-01,-6.848041,-3.56E-02,NUP210,nucleoporin 210,23225
207246_at,7.83E-01,6.25E-01,4.92E-01,-6.848132,5.20E-02,ZFY,"zinc finger protein, Y-linked",7544
222262_s_at,7.83E-01,6.25E-01,4.92E-01,-6.848259,3.81E-02,ETNK1,ethanolamine kinase 1,55500
204439_at,7.83E-01,6.25E-01,4.92E-01,-6.848265,2.19E-01,IFI44L,interferon induced protein 44 like,10964
200841_s_at,7.83E-01,6.25E-01,-4.92E-01,-6.848275,-8.14E-02,EPRS,glutamyl-prolyl-tRNA synthetase,2058
213316_at,7.84E-01,6.25E-01,4.92E-01,-6.848413,1.55E-01,KIAA1462,KIAA1462,57608
204931_at,7.84E-01,6.26E-01,-4.92E-01,-6.848474,-1.86E-03,TCF21,transcription factor 21,6943
205307_s_at,7.84E-01,6.26E-01,4.91E-01,-6.848521,3.94E-02,KMO,kynurenine 3-monooxygenase (kynurenine 3-hydroxylase),8564
210081_at,7.84E-01,6.26E-01,4.91E-01,-6.848636,1.10E-01,AGER,advanced glycosylation end-product specific receptor,177
